"","CpG_chr","CpG_start","CpG_stop","ICR_chr","ICR_start","ICR_stop","CpG_Probe","ICR_id"
"5743","chr17",2691996,2691997,"chr17",2691898,2691997,"cg22046550_TO11","ICR_984"
"5744","chr17",3386158,3386159,"chr17",3386153,3386259,"cg26602314_BC21","ICR_985"
"5745","chr17",3386191,3386192,"chr17",3386153,3386259,"cg22058239_BC21","ICR_985"
"5746","chr17",3386191,3386192,"chr17",3386153,3386259,"cg22058239_BC22","ICR_985"
"5747","chr17",3386225,3386226,"chr17",3386153,3386259,"cg22058240_TC21","ICR_985"
"5748","chr17",3386240,3386241,"chr17",3386153,3386259,"cg22058241_TC21","ICR_985"
"5749","chr17",3386240,3386241,"chr17",3386153,3386259,"cg22058241_TC22","ICR_985"
"5750","chr17",4783018,4783019,"chr17",4783018,4783185,"cg22085916_BC21","ICR_986"
"5751","chr17",4783088,4783089,"chr17",4783018,4783185,"cg22085918_BC21","ICR_986"
"5752","chr17",4783108,4783109,"chr17",4783018,4783185,"cg22085919_BC21","ICR_986"
"5753","chr17",5771212,5771213,"chr17",5771206,5771575,"cg22102413_BC11","ICR_987"
"5754","chr17",5771212,5771213,"chr17",5771206,5771575,"cg22102413_BC12","ICR_987"
"5755","chr17",5771349,5771350,"chr17",5771206,5771575,"cg22102432_BC11","ICR_987"
"5756","chr17",5771352,5771353,"chr17",5771206,5771575,"cg22102433_TC11","ICR_987"
"5757","chr17",5771352,5771353,"chr17",5771206,5771575,"cg22102433_TC12","ICR_987"
"5758","chr17",5771537,5771538,"chr17",5771206,5771575,"cg14057352_BC11","ICR_987"
"5759","chr17",5771541,5771542,"chr17",5771206,5771575,"cg22102449_BC21","ICR_987"
"5760","chr17",16683801,16683802,"chr17",16683801,16683924,"cg22248274_BC21","ICR_989"
"5761","chr17",16683805,16683806,"chr17",16683801,16683924,"cg22248276_BC11","ICR_989"
"5762","chr17",16683805,16683806,"chr17",16683801,16683924,"cg22248276_BC12","ICR_989"
"5763","chr17",16683813,16683814,"chr17",16683801,16683924,"cg19811683_BC11","ICR_989"
"5764","chr17",16683817,16683818,"chr17",16683801,16683924,"cg22248277_BC11","ICR_989"
"5765","chr17",16856480,16856481,"chr17",16856436,16856709,"cg22250296_BC11","ICR_990"
"5766","chr17",16856480,16856481,"chr17",16856436,16856709,"cg22250296_BC12","ICR_990"
"5767","chr17",16856522,16856523,"chr17",16856436,16856709,"cg22250297_TC21","ICR_990"
"5768","chr17",16856708,16856709,"chr17",16856436,16856709,"cg22250301_TC21","ICR_990"
"5769","chr17",18625254,18625255,"chr17",18625245,18625400,"cg26162794_TC11","ICR_991"
"5770","chr17",18625272,18625273,"chr17",18625245,18625400,"cg22280556_TC21","ICR_991"
"5771","chr17",18625275,18625276,"chr17",18625245,18625400,"cg20995835_BC21","ICR_991"
"5772","chr17",18625306,18625307,"chr17",18625245,18625400,"cg22280557_TC21","ICR_991"
"5773","chr17",18625324,18625325,"chr17",18625245,18625400,"cg23591595_TC11","ICR_991"
"5774","chr17",18625362,18625363,"chr17",18625245,18625400,"cg22280558_BC11","ICR_991"
"5775","chr17",18625367,18625368,"chr17",18625245,18625400,"cg22280559_BC21","ICR_991"
"5776","chr17",18625399,18625400,"chr17",18625245,18625400,"cg22280562_TO11","ICR_991"
"5777","chr17",19980160,19980161,"chr17",19980114,19980296,"cg15193133_TC11","ICR_992"
"5778","chr17",19980171,19980172,"chr17",19980114,19980296,"cg22299578_BC21","ICR_992"
"5779","chr17",19980194,19980195,"chr17",19980114,19980296,"cg22299579_TC21","ICR_992"
"5780","chr17",19980194,19980195,"chr17",19980114,19980296,"cg22299579_TC22","ICR_992"
"5781","chr17",19980235,19980236,"chr17",19980114,19980296,"cg22299581_TC21","ICR_992"
"5782","chr17",19980282,19980283,"chr17",19980114,19980296,"cg22299582_BO11","ICR_992"
"5783","chr17",19980282,19980283,"chr17",19980114,19980296,"cg22299582_BO12","ICR_992"
"5784","chr17",19980288,19980289,"chr17",19980114,19980296,"cg12684052_TC11","ICR_992"
"5785","chr17",20896156,20896157,"chr17",20896156,20896553,"cg14560110_BC11","ICR_993"
"5786","chr17",20896156,20896157,"chr17",20896156,20896553,"cg14560110_BC12","ICR_993"
"5787","chr17",20896158,20896159,"chr17",20896156,20896553,"cg22309375_TC21","ICR_993"
"5788","chr17",20896158,20896159,"chr17",20896156,20896553,"cg22309375_TC22","ICR_993"
"5789","chr17",20896175,20896176,"chr17",20896156,20896553,"cg22309377_BC11","ICR_993"
"5790","chr17",20896177,20896178,"chr17",20896156,20896553,"cg22516161_TC21","ICR_993"
"5791","chr17",20896218,20896219,"chr17",20896156,20896553,"cg22570042_TC21","ICR_993"
"5792","chr17",20896229,20896230,"chr17",20896156,20896553,"cg22309378_TO11","ICR_993"
"5793","chr17",20896345,20896346,"chr17",20896156,20896553,"cg22309379_TC11","ICR_993"
"5794","chr17",20896345,20896346,"chr17",20896156,20896553,"cg22309379_TC12","ICR_993"
"5795","chr17",20896362,20896363,"chr17",20896156,20896553,"cg25893857_TC21","ICR_993"
"5796","chr17",20896400,20896401,"chr17",20896156,20896553,"cg11633473_TC21","ICR_993"
"5797","chr17",20896400,20896401,"chr17",20896156,20896553,"cg11633473_TC22","ICR_993"
"5798","chr17",20896455,20896456,"chr17",20896156,20896553,"cg22282896_TC21","ICR_993"
"5799","chr17",20896455,20896456,"chr17",20896156,20896553,"cg22282896_TC22","ICR_993"
"5800","chr17",20896509,20896510,"chr17",20896156,20896553,"cg22309388_TC11","ICR_993"
"5801","chr17",20896539,20896540,"chr17",20896156,20896553,"cg22309390_TC11","ICR_993"
"5802","chr17",21512191,21512192,"chr17",21512148,21512223,"cg22319535_BC21","ICR_994"
"5803","chr17",21512195,21512196,"chr17",21512148,21512223,"cg22319536_TC11","ICR_994"
"5804","chr17",21512203,21512204,"chr17",21512148,21512223,"cg19091902_TC21","ICR_994"
"5805","chr17",21512205,21512206,"chr17",21512148,21512223,"cg22319537_BC11","ICR_994"
"5806","chr17",21573788,21573789,"chr17",21573788,21574080,"cg11499689_BC21","ICR_995"
"5807","chr17",21573806,21573807,"chr17",21573788,21574080,"cg22320207_TC11","ICR_995"
"5808","chr17",21573828,21573829,"chr17",21573788,21574080,"cg22320208_TO11","ICR_995"
"5809","chr17",21573834,21573835,"chr17",21573788,21574080,"cg22320209_TO11","ICR_995"
"5810","chr17",21573837,21573838,"chr17",21573788,21574080,"cg22320210_BO11","ICR_995"
"5811","chr17",21573839,21573840,"chr17",21573788,21574080,"cg22320211_TC11","ICR_995"
"5812","chr17",21573845,21573846,"chr17",21573788,21574080,"cg22320212_BC11","ICR_995"
"5813","chr17",21573849,21573850,"chr17",21573788,21574080,"cg22320213_BC21","ICR_995"
"5814","chr17",21573856,21573857,"chr17",21573788,21574080,"cg22320214_BC21","ICR_995"
"5815","chr17",21573903,21573904,"chr17",21573788,21574080,"cg22320216_TC11","ICR_995"
"5816","chr17",21573907,21573908,"chr17",21573788,21574080,"cg22320217_TC11","ICR_995"
"5817","chr17",21573922,21573923,"chr17",21573788,21574080,"cg22320218_BC11","ICR_995"
"5818","chr17",21573947,21573948,"chr17",21573788,21574080,"cg22320220_TC11","ICR_995"
"5819","chr17",21573961,21573962,"chr17",21573788,21574080,"cg22320221_TC11","ICR_995"
"5820","chr17",21573992,21573993,"chr17",21573788,21574080,"cg22320222_TC11","ICR_995"
"5821","chr17",21574030,21574031,"chr17",21573788,21574080,"cg22320223_BO11","ICR_995"
"5822","chr17",21574079,21574080,"chr17",21573788,21574080,"cg22320227_BC21","ICR_995"
"5823","chr17",21656814,21656815,"chr17",21656812,21657134,"cg22321073_TO11","ICR_996"
"5824","chr17",21656898,21656899,"chr17",21656812,21657134,"cg22321078_TC21","ICR_996"
"5825","chr17",21657133,21657134,"chr17",21656812,21657134,"cg22321098_BC11","ICR_996"
"5826","chr17",21678810,21678811,"chr17",21678810,21679073,"cg22321454_BC21","ICR_997"
"5827","chr17",21678837,21678838,"chr17",21678810,21679073,"cg22321455_BC21","ICR_997"
"5828","chr17",21678841,21678842,"chr17",21678810,21679073,"cg22321456_TC21","ICR_997"
"5829","chr17",21678843,21678844,"chr17",21678810,21679073,"cg22321457_TC21","ICR_997"
"5830","chr17",21678848,21678849,"chr17",21678810,21679073,"cg22321458_TC11","ICR_997"
"5831","chr17",21678850,21678851,"chr17",21678810,21679073,"cg22321459_TC11","ICR_997"
"5832","chr17",21678856,21678857,"chr17",21678810,21679073,"cg22321460_TC11","ICR_997"
"5833","chr17",21678877,21678878,"chr17",21678810,21679073,"cg22321461_TC21","ICR_997"
"5834","chr17",21678918,21678919,"chr17",21678810,21679073,"cg22321463_TC21","ICR_997"
"5835","chr17",21678931,21678932,"chr17",21678810,21679073,"cg22321464_TC11","ICR_997"
"5836","chr17",21678934,21678935,"chr17",21678810,21679073,"cg22321466_BC11","ICR_997"
"5837","chr17",21678958,21678959,"chr17",21678810,21679073,"cg22321468_TO11","ICR_997"
"5838","chr17",21678976,21678977,"chr17",21678810,21679073,"cg22321471_BO11","ICR_997"
"5839","chr17",21678996,21678997,"chr17",21678810,21679073,"cg22321472_BC11","ICR_997"
"5840","chr17",21679011,21679012,"chr17",21678810,21679073,"cg22321473_TC21","ICR_997"
"5841","chr17",21679011,21679012,"chr17",21678810,21679073,"cg22321473_TC22","ICR_997"
"5842","chr17",21679013,21679014,"chr17",21678810,21679073,"cg22321474_TC21","ICR_997"
"5843","chr17",21681087,21681088,"chr17",21681087,21681431,"cg22321595_BC21","ICR_998"
"5844","chr17",21681087,21681088,"chr17",21681087,21681431,"cg22321595_BC22","ICR_998"
"5845","chr17",21681174,21681175,"chr17",21681087,21681431,"cg22321601_BC11","ICR_998"
"5846","chr17",21681182,21681183,"chr17",21681087,21681431,"cg22321602_BC11","ICR_998"
"5847","chr17",21681196,21681197,"chr17",21681087,21681431,"cg22321603_BC11","ICR_998"
"5848","chr17",21681208,21681209,"chr17",21681087,21681431,"cg22321604_BC11","ICR_998"
"5849","chr17",21681228,21681229,"chr17",21681087,21681431,"cg22321606_BC11","ICR_998"
"5850","chr17",21681244,21681245,"chr17",21681087,21681431,"cg22321607_TC11","ICR_998"
"5851","chr17",21681319,21681320,"chr17",21681087,21681431,"cg22321616_BC11","ICR_998"
"5852","chr17",21681337,21681338,"chr17",21681087,21681431,"cg22321618_BC21","ICR_998"
"5853","chr17",21685998,21685999,"chr17",21685887,21686090,"cg22321882_TC21","ICR_999"
"5854","chr17",21686057,21686058,"chr17",21685887,21686090,"cg22321883_TC21","ICR_999"
"5855","chr17",21841968,21841969,"chr17",21841947,21841991,"cg22323561_BC11","ICR_1000"
"5856","chr17",21841968,21841969,"chr17",21841947,21841991,"cg22323561_BC12","ICR_1000"
"5857","chr17",21841971,21841972,"chr17",21841947,21841991,"cg22323562_TC11","ICR_1000"
"5858","chr17",21843639,21843640,"chr17",21843633,21843712,"cg22323796_TC11","ICR_1001"
"5859","chr17",21843639,21843640,"chr17",21843633,21843712,"cg22323796_TC12","ICR_1001"
"5860","chr17",21843651,21843652,"chr17",21843633,21843712,"cg22323797_BC11","ICR_1001"
"5861","chr17",22266217,22266218,"chr17",22266217,22266557,"cg22329520_TC11","ICR_1002"
"5862","chr17",22266247,22266248,"chr17",22266217,22266557,"cg20303724_TC21","ICR_1002"
"5863","chr17",22266247,22266248,"chr17",22266217,22266557,"cg20303724_TC22","ICR_1002"
"5864","chr17",22266334,22266335,"chr17",22266217,22266557,"cg22329521_TC21","ICR_1002"
"5865","chr17",22266338,22266339,"chr17",22266217,22266557,"cg22329522_BC21","ICR_1002"
"5866","chr17",22266349,22266350,"chr17",22266217,22266557,"cg22329523_TC21","ICR_1002"
"5867","chr17",22266349,22266350,"chr17",22266217,22266557,"cg22329523_TC22","ICR_1002"
"5868","chr17",22266357,22266358,"chr17",22266217,22266557,"cg22329524_BC21","ICR_1002"
"5869","chr17",22266377,22266378,"chr17",22266217,22266557,"cg22329525_TC21","ICR_1002"
"5870","chr17",22266407,22266408,"chr17",22266217,22266557,"cg22329526_BC21","ICR_1002"
"5871","chr17",22266425,22266426,"chr17",22266217,22266557,"cg22329528_BC21","ICR_1002"
"5872","chr17",22266435,22266436,"chr17",22266217,22266557,"cg22329529_BC21","ICR_1002"
"5873","chr17",22266448,22266449,"chr17",22266217,22266557,"cg22329530_TO11","ICR_1002"
"5874","chr17",22266456,22266457,"chr17",22266217,22266557,"cg22329531_BO11","ICR_1002"
"5875","chr17",22266523,22266524,"chr17",22266217,22266557,"cg22329534_TC21","ICR_1002"
"5876","chr17",22266556,22266557,"chr17",22266217,22266557,"cg22329535_TC21","ICR_1002"
"5877","chr17",26733379,26733380,"chr17",26733375,26735171,"cg22350083_BC21","ICR_1003"
"5878","chr17",26733463,26733464,"chr17",26733375,26735171,"cg22350084_TO11","ICR_1003"
"5879","chr17",26735053,26735054,"chr17",26733375,26735171,"cg22350088_BC21","ICR_1003"
"5880","chr17",26735053,26735054,"chr17",26733375,26735171,"cg22350088_BC22","ICR_1003"
"5881","chr17",26788439,26788440,"chr17",26788439,26788550,"cg22351055_TC21","ICR_1004"
"5882","chr17",26788481,26788482,"chr17",26788439,26788550,"cg22351056_TO11","ICR_1004"
"5883","chr17",26788493,26788494,"chr17",26788439,26788550,"cg22351057_BC11","ICR_1004"
"5884","chr17",26788503,26788504,"chr17",26788439,26788550,"cg22351058_BC11","ICR_1004"
"5885","chr17",26788518,26788519,"chr17",26788439,26788550,"cg22351059_TO11","ICR_1004"
"5886","chr17",28645701,28645702,"chr17",28645701,28645796,"cg22373010_BC21","ICR_1005"
"5887","chr17",28645706,28645707,"chr17",28645701,28645796,"cg22373011_BC21","ICR_1005"
"5888","chr17",28645724,28645725,"chr17",28645701,28645796,"cg22373012_BC11","ICR_1005"
"5889","chr17",28645786,28645787,"chr17",28645701,28645796,"cg23798387_BC11","ICR_1005"
"5890","chr17",28645786,28645787,"chr17",28645701,28645796,"cg23798387_BC12","ICR_1005"
"5891","chr17",28645788,28645789,"chr17",28645701,28645796,"cg22373013_TC11","ICR_1005"
"5892","chr17",28645795,28645796,"chr17",28645701,28645796,"cg22373014_BC21","ICR_1005"
"5893","chr17",34040219,34040220,"chr17",34040219,34040257,"cg21777866_BC11","ICR_1006"
"5894","chr17",34040256,34040257,"chr17",34040219,34040257,"cg22439812_BC11","ICR_1006"
"5895","chr17",34040256,34040257,"chr17",34040219,34040257,"cg22439812_BC12","ICR_1006"
"5896","chr17",34571675,34571676,"chr17",34571675,34571885,"cg22443886_BC21","ICR_1007"
"5897","chr17",34571681,34571682,"chr17",34571675,34571885,"cg22443887_BC21","ICR_1007"
"5898","chr17",34571726,34571727,"chr17",34571675,34571885,"cg22443888_TC21","ICR_1007"
"5899","chr17",34571740,34571741,"chr17",34571675,34571885,"cg22443889_BC21","ICR_1007"
"5900","chr17",34571762,34571763,"chr17",34571675,34571885,"cg22443890_TC11","ICR_1007"
"5901","chr17",34571776,34571777,"chr17",34571675,34571885,"cg22443891_BC21","ICR_1007"
"5902","chr17",34571807,34571808,"chr17",34571675,34571885,"cg22443892_BC21","ICR_1007"
"5903","chr17",34571884,34571885,"chr17",34571675,34571885,"cg22443893_BC21","ICR_1007"
"5904","chr17",35151227,35151228,"chr17",35151122,35151341,"cg22450245_TC21","ICR_1008"
"5905","chr17",35151232,35151233,"chr17",35151122,35151341,"cg22450246_TC21","ICR_1008"
"5906","chr17",35151237,35151238,"chr17",35151122,35151341,"cg22450247_BC21","ICR_1008"
"5907","chr17",35151252,35151253,"chr17",35151122,35151341,"cg22450248_TC21","ICR_1008"
"5908","chr17",35151254,35151255,"chr17",35151122,35151341,"cg22450249_TC11","ICR_1008"
"5909","chr17",35151261,35151262,"chr17",35151122,35151341,"cg22450250_BC11","ICR_1008"
"5910","chr17",35151261,35151262,"chr17",35151122,35151341,"cg22450250_BC12","ICR_1008"
"5911","chr17",35151286,35151287,"chr17",35151122,35151341,"cg22450251_TC11","ICR_1008"
"5912","chr17",35151316,35151317,"chr17",35151122,35151341,"cg22450256_BC11","ICR_1008"
"5913","chr17",35151330,35151331,"chr17",35151122,35151341,"cg22450258_BC11","ICR_1008"
"5914","chr17",39868492,39868493,"chr17",39868448,39868635,"cg22513340_TO21","ICR_1009"
"5915","chr17",39868543,39868544,"chr17",39868448,39868635,"cg14914852_BC21","ICR_1009"
"5916","chr17",39868557,39868558,"chr17",39868448,39868635,"cg22513341_BC21","ICR_1009"
"5917","chr17",39868559,39868560,"chr17",39868448,39868635,"cg22513342_BC21","ICR_1009"
"5918","chr17",39868634,39868635,"chr17",39868448,39868635,"cg22513343_TC21","ICR_1009"
"5919","chr17",40014560,40014561,"chr17",40014560,40014758,"cg22515641_TC21","ICR_1010"
"5920","chr17",40014595,40014596,"chr17",40014560,40014758,"cg22515642_BC21","ICR_1010"
"5921","chr17",40014595,40014596,"chr17",40014560,40014758,"cg22515642_BC22","ICR_1010"
"5922","chr17",40014608,40014609,"chr17",40014560,40014758,"cg16271663_BC21","ICR_1010"
"5923","chr17",40014608,40014609,"chr17",40014560,40014758,"cg16271663_BC22","ICR_1010"
"5924","chr17",40014680,40014681,"chr17",40014560,40014758,"cg22515643_BC11","ICR_1010"
"5925","chr17",40014680,40014681,"chr17",40014560,40014758,"cg22515643_BC12","ICR_1010"
"5926","chr17",40014685,40014686,"chr17",40014560,40014758,"cg22515644_TC11","ICR_1010"
"5927","chr17",40014704,40014705,"chr17",40014560,40014758,"cg22515645_TC21","ICR_1010"
"5928","chr17",40014717,40014718,"chr17",40014560,40014758,"cg22515646_BC11","ICR_1010"
"5929","chr17",40014736,40014737,"chr17",40014560,40014758,"cg22515647_TC11","ICR_1010"
"5930","chr17",40014736,40014737,"chr17",40014560,40014758,"cg22515647_TC12","ICR_1010"
"5931","chr17",40014757,40014758,"chr17",40014560,40014758,"cg22515649_BC21","ICR_1010"
"5932","chr17",43126132,43126133,"chr17",43126132,43126286,"cg22562257_TC21","ICR_1011"
"5933","chr17",43126135,43126136,"chr17",43126132,43126286,"cg22562258_BC21","ICR_1011"
"5934","chr17",43126179,43126180,"chr17",43126132,43126286,"cg14947218_BC11","ICR_1011"
"5935","chr17",43126179,43126180,"chr17",43126132,43126286,"cg14947218_BC12","ICR_1011"
"5936","chr17",43126185,43126186,"chr17",43126132,43126286,"cg22562259_TO11","ICR_1011"
"5937","chr17",43126223,43126224,"chr17",43126132,43126286,"cg16006004_BC11","ICR_1011"
"5938","chr17",43126245,43126246,"chr17",43126132,43126286,"cg18372208_BC21","ICR_1011"
"5939","chr17",43126251,43126252,"chr17",43126132,43126286,"cg22562260_BC21","ICR_1011"
"5940","chr17",43126254,43126255,"chr17",43126132,43126286,"cg22562261_BC11","ICR_1011"
"5941","chr17",43360034,43360035,"chr17",43360034,43360515,"cg22565997_BC21","ICR_1012"
"5942","chr17",43360036,43360037,"chr17",43360034,43360515,"cg22565998_TC21","ICR_1012"
"5943","chr17",43360110,43360111,"chr17",43360034,43360515,"cg22565999_TC21","ICR_1012"
"5944","chr17",43360134,43360135,"chr17",43360034,43360515,"cg22566000_TC21","ICR_1012"
"5945","chr17",43360264,43360265,"chr17",43360034,43360515,"cg22566001_TC21","ICR_1012"
"5946","chr17",43360301,43360302,"chr17",43360034,43360515,"cg22566002_TC21","ICR_1012"
"5947","chr17",43360338,43360339,"chr17",43360034,43360515,"cg22566003_BC21","ICR_1012"
"5948","chr17",43360383,43360384,"chr17",43360034,43360515,"cg22566004_BC21","ICR_1012"
"5949","chr17",43360392,43360393,"chr17",43360034,43360515,"cg22566005_TC21","ICR_1012"
"5950","chr17",43360428,43360429,"chr17",43360034,43360515,"cg22566006_TC11","ICR_1012"
"5951","chr17",43360443,43360444,"chr17",43360034,43360515,"cg22566007_TC21","ICR_1012"
"5952","chr17",43360478,43360479,"chr17",43360034,43360515,"cg22566008_TC21","ICR_1012"
"5953","chr17",43360508,43360509,"chr17",43360034,43360515,"cg10360323_TC21","ICR_1012"
"5954","chr17",43360514,43360515,"chr17",43360034,43360515,"cg22566009_TC21","ICR_1012"
"5955","chr17",43677695,43677696,"chr17",43677695,43677780,"cg22571125_TC21","ICR_1013"
"5956","chr17",43677723,43677724,"chr17",43677695,43677780,"cg22571126_BC21","ICR_1013"
"5957","chr17",43677746,43677747,"chr17",43677695,43677780,"cg22571127_BC21","ICR_1013"
"5958","chr17",44326299,44326300,"chr17",44326009,44326327,"cg22583337_BC11","ICR_1014"
"5959","chr17",44326326,44326327,"chr17",44326009,44326327,"cg22583339_TC11","ICR_1014"
"5960","chr17",44384060,44384061,"chr17",44384060,44384311,"cg22584753_BC21","ICR_1015"
"5961","chr17",44384092,44384093,"chr17",44384060,44384311,"cg22584754_BC21","ICR_1015"
"5962","chr17",44384094,44384095,"chr17",44384060,44384311,"cg22584755_TC21","ICR_1015"
"5963","chr17",44384094,44384095,"chr17",44384060,44384311,"cg22584755_TC22","ICR_1015"
"5964","chr17",44384100,44384101,"chr17",44384060,44384311,"cg22584756_TC21","ICR_1015"
"5965","chr17",44384143,44384144,"chr17",44384060,44384311,"cg22584757_BC21","ICR_1015"
